NAME,TITLE,RATING,REVIEW
netra,"
Great experience with samsung brand
",5,"

  Really loved m31,actually I gifted my wife,She really loved it,only reason it's camera is excellent,finger print is awsm..gudbattery backup..For me..I'm satisfied....really worthy,if anyone looking for gud camera with standard effect,both front camera,back camera really excellent,thank you samsung..We always prefer samsung brand,durability of life of phone,is different from other brand,thank you

"
P Mishra,"
Value for money . .
",5,"

  Value for money product .i got 6/61 black colour ...nice one . Earlierm using mi A3 now i can say the picture quality is same but little brightness in m31 . overall battery sound quality is nice specially amoled display is awesome .. i think nice and decent device at this price rang

"
Monish,"
Wonderful phone to give the Chinese brands a run for their money
",4,"

  Using the phone for 3 days now and it's brilliant. The SAmoled screen makes colors pop, the camera is amazing in bright light with great features (slow-mo, focus etc) and app performance is econd to none. Only complaint I have is the performance of the camera in low light. Apart from that, I am throughly satisfied with the phone. 5 stars!!

"
Best buyer,"
Overall Very Good Smartphone with Affordable Price
",5,"

  Excellent Screen, Great Battery, Decent Performance, only limitation is it takes long time to charge its massive 6000mah battery with provided 15w Fast Charging, it would have been Awesome if it is 25Watts or 30 Watts Fast Charging.

"
shailesh,"
Best in this price
",4,"

  I love this phoneCamera is bestDisplay is super bestProcessor is best (some says processor is not good but I didn't face any hang or frame drop in pubg I played 2 to 3 hours continue pubg )Battery backup is super goodAnd more importantly the UI is way better than MIUI or realme UINo ads, no vulger notification no fake browser like Mi browser

"
surojit das,"
Camera is bad. Others ok
",5,"

  Camera need to improve by update. It is samsung sensor but detail is not good in picture and night photo is too bad.if samsung fix camera issue then it is best balanced phone in price. Processor is enough for normal uses but not for heavy gaming. Biggest issue in this phone is night picture and detail in picture.

"
Dheeraj P.,"
Buy M31 and make a good move
",1,"

  I have recently brought this Samsung m31 ocean blue phone for myself and I must say that this is a reliable device to own. I have been using it for both my personal as well as official purposes and its unmatched performance has really been a key aspect impressing me all along. You can surely bet on this if you are looking for a long term investment on the go all along buddy.

"
diwakar singh,"
Best Camera and Battery I have ever seen😌😌
",5,"

  Fingerprint reader is a little bit slow but I love the face unlock. Camera quality is marvelous as always. Though you can't zoom when you are using the 64 mega pixel back camera and 32 mega pixel front camera in it's full potential but you know the quality of samsung😌😌. I just love it. Battery is huge and the best. I get 2 days battery backup. Please buy, must recommended.

"
VINAYAK MOHAN,"
MONSTER🔥🔥  JUST GO FOR IT!!!
",4,"

  Monster look 🔥Monster design 🔥 It has everything whats a smartphone user wants . This is a multitasking device with a monster 🔥64 MP camera quality. Which can cover entre 1km area on a single clicks. Fromt camra is awesome! .Best gaming  experience on this phone . And last A battery life which works almost 2 days easily. Fingerprints sensor and face recognition is great ! Just go for it .

"
Subrata Paul,"
Best phone nd worth money #MonsterMega #love
",5,"

  I personally love all the specifications of this M31...camera is awesomeand very clear images...and price point is perfect...i had bought 6 gb 128 version...and i am big fan of samsung phones specially super amoled screen no one has like this...and battery is very powerful...6000Mah lasts for 1and half days when you are very hard user...i personally recommen this best phone in the market dont go with other brand i just suggest you guys...

"
Pranav Niranjan Jadhav,"
Overall good performance
",5,"

  Good battery performance. Not so light weighted but good to be held in hand. camera panel looks nice and pod quality camera for this price. No heating issues. Touch and finger print works good. Overall good phone for this price range from one of the best legacy brands

"
Aman jaiswal,"
Good Phone for normal users
",5,"

  Great phone with the price cap. Camara quality is excellent. Unfortunately battery life not upto the mark. Samsung can add some more features what others are giving in the market. Display quality also excellent. Overall performance is ok except battery life. They're saying 6000 mah. But not feels like that.anyway it's good Phone.

"
Sreelakshmi S R,"
Worth every penny
",5,"

  Love the blue light filter. Battery is great (6000 mah). Overall look of the phone is nice but the glass skin would have made it more attractive. Camera quality is good enough to leave your DSLR home on next trip. Performance is smooth. Storage is big enough to store all of your memories (128gb + sd)Want MADE IN INDIA flagship phone - 100% would recommend this over all Chinese made phones

"
Amazon Customer,"
Awsome phone
",4,"

  It is awsome phone with powerful exynos 9736 processor which make the phone smooth and faster compared to any other budget smartphone and also with 64MP quad rear camera the photo are more natural. With this phone Users can play PUBG mobile at HDR setting without and lag or heating issue. It also had superAmolade display and 60HZ screen refresh rate .over all in my openion it is the best budget phone than redmi and realme and also oppo .

"
shailesh,"
Best for money
",4,"

  A very good phone in this price range. Worth to buy. A monster battery which is very very powerful and lasts for a minimum of 30hrs. A decent camera and works well in low light too. For security we have a fast fingerprint scanner at the back at the right position and face unlock which is quite accurate and quick. Overall the best in this price range. A midrange flagship phone.

"
